delta,omega,proba_trans_before_mut,mu,lambda,ppv_conditional_1_jump
3,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.05710038114681986
4,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.046246670070260086
5,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.0392559682439613
6,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.03469323154934325
7,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.0317023458328814
8,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.02974943728343339
9,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.028488464968339244
10,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.02768827619247177
11,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.027191661448638594
12,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.0268913043424187
13,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.02671468517326179
14,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.02661383572824748
15,0.74,0.8400000000000001,0.03873214386926177,0.07124827330952317,0.026557941811092924
0,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.16138715054060368
1,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.11055598299502546
2,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.0808843246668311
3,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.06263232991464096
4,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.051025761912836975
5,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.04348543373601351
6,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.03852918859525884
7,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.03526191821905179
8,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.03311894158491589
9,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.031730352240111545
10,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.03084674811843421
11,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.030297186365190725
12,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.029964251573377253
13,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.02976822139854785
14,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.029656174827769
15,0.75,0.8400000000000001,0.03873214386926177,0.06761460385364436,0.029594025820451023
0,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.17145106911810587
1,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.11911135986825658
2,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.08811860825226098
3,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.06881570448521165
4,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.056409807000156395
5,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.048278030065549385
6,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.042893593395327036
7,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.03932279074212892
8,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.03696947881666072
9,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.03543877467742467
10,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.034461798786981496
11,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.03385271960214272
12,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.03348303784484258
13,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.033265050637392456
14,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.03314030905763759
15,0.76,0.8400000000000001,0.03873214386926177,0.06407465077652015,0.0330710548012565
0,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.18229954981151036
1,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.12847203619115877
2,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.09613446462724222
3,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.07573825399960503
4,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.06248644768301003
5,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.05371993308362644
6,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.04787059167210062
7,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.04396702492513252
8,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.041381255650575176
9,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.03969243577343979
10,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.038610998459322116
11,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.03793502779601265
12,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.03752389011631009
13,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.03728105500925703
14,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.037141910085940255
15,0.77,0.8400000000000001,0.03873214386926177,0.06062481100765493,0.03706457734685949
0,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.1940081488287724
1,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.1387267833463737
2,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.10502857300500132
3,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.08350036789509581
4,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.06935689858885201
5,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.05991146266164302
6,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.05355877354481915
7,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.0492912446161645
8,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.04644905100474528
9,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.04458456793808778
10,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.04338638531739058
11,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.04263528674242088
12,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.0421773967369822
13,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.04190644317280093
14,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.04175095266653828
15,0.78,0.8400000000000001,0.03873214386926177,0.0572616644310969,0.04166443035207313
0,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.20666071978939723
1,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.14997506008430156
2,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.11491039823125099
3,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.09221689375993748
4,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.0771380473000458
5,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.06696941442541038
6,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.06007368054272003
7,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.0554092670764214
8,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.052284929229748374
9,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.05022569641312826
10,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.04889725854204839
11,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.0480618899585623
12,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.047551323496484
13,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.04724856958036455
14,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.047074535018702186
15,0.79,0.8400000000000001,0.03873214386926177,0.05398196239662168,0.04697755962999312
0,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.22035037634825363
1,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.16232831677855447
2,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.12590386840590737
3,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.102019188346009
4,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.08596484699495843
5,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.07502974089532018
6,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.06755071350649858
7,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.062455177733073075
8,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.05902143016862709
9,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.05674690428337435
10,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.05527348915785333
11,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.05434378587584598
12,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.053773965031235695
13,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.05343529305628051
14,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.0532402407690873
15,0.8,0.8400000000000001,0.03873214386926177,0.05078261708699527,0.05313138330229086
0,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.23518056199246035
1,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.1759114429048391
2,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.13814924388277292
3,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.11305741954915509
4,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.09599302647961279
5,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.08425061704678642
6,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.07614848687084011
7,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.07058690433256368
8,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.06681530094975992
9,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.06430367094349372
10,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.06266942674481411
11,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.061634425882787267
12,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.06099811659339713
13,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.06061896149178348
14,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.060400130337710176
15,0.81,0.8400000000000001,0.03873214386926177,0.047660691667741346,0.06027778647890585
0,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.25126623609191207
1,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.19086436697002462
2,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.15180518828125672
3,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.12550313393880425
4,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.10740213920139766
5,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.0948159215425879
6,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.08605267181193803
7,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.07999034448215936
8,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.07585183414003474
9,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.0730803576737471
10,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.07126848276876974
11,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.07011640918528789
12,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.06940575575230659
13,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.06898111457882151
14,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.06873545514895053
15,0.8200000000000001,0.8400000000000001,0.03873214386926177,0.04461339115298419,0.06859784147095345
0,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.2687351850606261
1,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.20734381647281167
2,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.16705104868010778
3,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.13955209910084732
4,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.12039896607503225
5,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.10693915742443891
6,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.09748036341972664
7,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.09088409410524156
8,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.08634987174741592
9,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.08329541033480782
10,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.08128846906527394
11,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.08000690944369962
12,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.0792135235241563
13,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.07873799709784177
14,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.07846218908699046
15,0.8300000000000001,0.8400000000000001,0.03873214386926177,0.041638053927307,0.07830734909977391
0,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.28772946686745643
1,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.22552524291526077
2,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.1840893470148012
3,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.15542742204923485
4,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.13522127634447154
5,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.1208678235879013
6,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.11068499372482518
7,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.10352481110407498
8,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.0985675221593342
9,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.0952073380260778
10,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.0929877601868942
11,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.09156395954750565
12,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.09067908682460264
13,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.0901469684140368
14,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.0898374652641312
15,0.8400000000000001,0.8400000000000001,0.03873214386926177,0.03873214386926177,0.08966329064284856
0,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.30840699599146326
1,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.24560491316497757
2,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.20314847745555353
3,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.17338293358531945
4,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.15214193520103272
5,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.13688822938208492
6,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.1259617910367572
7,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.11821322597606987
8,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.11280861444122108
9,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.10912150450959256
10,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.10667232727404115
11,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.10509365090590385
12,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.10410844510812914
13,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.10351387555622184
14,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.10316698842966042
15,0.85,0.8400000000000001,0.03873214386926177,0.0358932430272559,0.10297126257630873
0,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.3309432740932319
1,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.2678021633194974
2,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.22448559475656618
3,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.19370681301740764
4,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.17147332534119028
5,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.15533071748572227
6,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.14365375429951016
7,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.13530077626174844
8,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.1294298778688324
9,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.12539773212593708
10,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.12270365427072316
11,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.1209582674119532
12,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.11986420855145466
13,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.11920142238813125
14,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.1188134589831013
15,0.86,0.8400000000000001,0.03873214386926177,0.033119044803103716,0.11859393226277372
0,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.35553326898461834
1,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.29236180435226444
2,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.2483896657864598
3,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.21672540738394214
4,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.19357202094592693
5,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.1765752230817121
6,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.16415806655688783
7,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.15519679119719135
8,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.14884877999344767
9,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.14445866095854196
10,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.1415074892306023
11,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.13958531589331694
12,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.13837481696757623
13,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.13763850954917745
14,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.1372059870652047
15,0.87,0.8400000000000001,0.03873214386926177,0.03040734760262253,0.13696049551986259
0,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.38239344071349246
1,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.3195566599189012
2,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.2751846402574095
3,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.24280717363760337
4,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.21884361572023256
5,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.20105704872210878
6,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.18793281178061585
7,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.17837608348643863
8,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.17155187963217153
9,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.16679872390048878
10,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.16358329812001726
11,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.16147732775690177
12,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.16014458072538457
13,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.15933043166893993
14,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.1588503870252386
15,0.88,0.8400000000000001,0.03873214386926177,0.027756048916327863,0.1585770289201495
0,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.41176390849965727
1,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.3496902054816167
2,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.3052326767458011
3,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.2723666407558751
4,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.24774756104653187
5,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.22927267309347588
6,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.2155037824666689
7,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.20538671395111835
8,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.1981034480933104
9,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.19299348611166597
10,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.1895141700200518
11,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.1872221839764795
12,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.18576430001730743
13,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.18486969215856602
14,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.18434011575012627
15,0.89,0.8400000000000001,0.03873214386926177,0.025163139796586936,0.18403750260060572
0,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.44391074560720456
1,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.3830992641240658
2,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.3389373363031521
3,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.3058682514586674
4,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.2808018160651916
5,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.2617853380999732
6,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.24747107103094346
7,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.23685758065207077
8,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.22915398036303627
9,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.22370895167924812
10,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.21997676644507883
11,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.21750355213102687
12,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.21592205071810838
13,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.21494702499166002
14,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.21436744588260634
15,0.9,0.8400000000000001,0.03873214386926177,0.022626699700566133,0.2140350460730824
0,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.47912838075456493
1,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.42015669792796373
2,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.37674662844947215
3,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.34382990076918013
4,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.3185870497623368
5,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.2992300738452112
6,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.28451502780546356
7,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.2735053482977103
8,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.26544805863277443
9,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.2597102609585031
10,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.25575071250563863
11,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.25311081784162753
12,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.2514135110178267
13,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.2503619939385736
14,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.24973424308157388
15,0.91,0.8400000000000001,0.03873214386926177,0.020144891670990532,0.2493728359945808
0,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.517742074096707
1,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.46127401457120015
2,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.4191557637076285
3,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.3868259425630461
4,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.36175006861864334
5,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.34231772915804926
6,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.3274010473519748
7,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.31614008202185323
8,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.3078308492887355
9,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.30186899468323186
10,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.2977265989302818
11,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.29494764811284657
12,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.2931509468041649
13,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.29203227600422177
14,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.29136144809100495
15,0.92,0.8400000000000001,0.03873214386926177,0.01771595782915454,0.29097370371142767
0,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.5601104229555074
1,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.5069037871215147
2,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.4667094342402104
3,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.43548938817378147
4,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.41100607675512046
5,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.3918374833774955
6,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.3769825224301102
7,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.3656687936550992
8,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.3572523246697691
9,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.35116807984964127
10,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.3469115163149795
11,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.3440380555867728
12,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.3421696900550291
13,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.341000441719332
14,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.34029606361363596
15,0.93,0.8400000000000001,0.03873214386926177,0.015338215156811916,0.33988725556649596
0,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.6066278371958509
1,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.5575417613966911
2,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.5200034114811359
3,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.4905129771055241
4,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.4671393158962119
5,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.44865723410218056
6,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.4342011964593549
7,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.42309596783981257
8,0.9400000000000001,0.8400000000000001,0.03873214386926177,0.013010051545552489,0.41476812568546306
