delta,omega,proba_trans_before_mut,mu,lambda,ppv_conditional_1_jump
5,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7669881156445228
6,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7600463112334069
7,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7533026350250581
8,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7467391047793217
9,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7403400237670028
10,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7340916934846992
11,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7279821377167746
12,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7220008554128382
13,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7161386065562517
14,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.7103872296802972
15,0.8200000000000001,0.06999999999999999,2.5160385001115784,0.04461339115298419,0.704739487633148
0,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.8160766327776637
1,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.8081567249224717
2,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.8005350842141682
3,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7931916029746928
4,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.786101435870811
5,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7792403016163764
6,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7725860895039182
7,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7661192159698355
8,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7598225321751058
9,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7536810802500096
10,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7476818154561272
11,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7418133403038447
12,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7360656669732053
13,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7304300117861362
14,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7248986202783233
15,0.8300000000000001,0.06999999999999999,2.5160385001115784,0.041638053927307,0.7194646195065645
0,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.8267159891163863
1,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.8191646265771039
2,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.8118955437781459
3,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.8048894742351292
4,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7981226967727281
5,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7915720679882656
6,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7852165387829195
7,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7790374842024189
8,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7730186086622111
9,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7671457092148255
10,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7614064078814566
11,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7557898964222154
12,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7502867087817435
13,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7448885245491457
14,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7395880018903661
15,0.8400000000000001,0.06999999999999999,2.5160385001115784,0.03873214386926177,0.7343786366396156
0,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.8373773957399476
1,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.8302065503495916
2,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.8233017600906847
3,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.816644640245888
4,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.8102126349257606
5,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.8039837745619166
6,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.7979381015859687
7,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.7920579740760683
8,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.786327969483113
9,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.7807346557648769
10,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.775266334618756
11,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.769912797506629
12,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.7646651086093311
13,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.7595154176591625
14,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.754456801037586
15,0.85,0.06999999999999999,2.5160385001115784,0.0358932430272559,0.749483127892026
0,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.8480609347002699
1,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.841282616492118
2,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.8347539000364088
3,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.8284573234029126
4,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.8223715373396837
5,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.8164757821443319
6,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.8107512216972252
7,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.8051812214826408
8,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.799751251697148
9,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.7944486671095383
10,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.7892624619347819
11,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.7841830377204738
12,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.7792019972964365
13,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.7743119673656197
14,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.7695064480718767
15,0.86,0.06999999999999999,2.5160385001115784,0.033119044803103716,0.7647796863828906
0,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8587666878820795
1,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8523929452981068
2,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8462521307683376
3,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8403277466107114
4,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8345996917818944
5,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8290484525555913
6,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8236563441747544
7,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8184077638545306
8,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8132890941779702
9,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.8082884925553908
10,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.803395658488328
11,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.7986016139289687
12,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.7938985087135416
13,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.7892794532981194
14,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.7847383771012282
15,0.87,0.06999999999999999,2.5160385001115784,0.03040734760262253,0.7802699093930522
0,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8694947370156857
1,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8635376571142639
2,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8577966197191436
3,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8522561332926929
4,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8468973867864916
5,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8417021486362065
6,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8366539153555692
7,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8317381401664026
8,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8269421376106538
9,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8222548834973024
10,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.817666795313296
11,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8131695256720196
12,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8087557797211398
13,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8044191584106013
14,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.8001540259145832
15,0.88,0.06999999999999999,2.5160385001115784,0.027756048916327863,0.7959553982666491
0,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8802451636891768
1,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8747168723520845
2,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8693875346119483
3,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8642427074011092
4,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8592649116631111
5,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8544372342543205
6,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8497443828604354
7,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8451728909366623
8,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.840711024488651
9,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.83634859340923
10,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8320767458015359
11,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8278877751367989
12,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8237749501294419
13,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8197323689250523
14,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.815754835906132
15,0.89,0.06999999999999999,2.5160385001115784,0.025163139796586936,0.8118377583120462
0,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8910180493602402
1,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8859307114989747
2,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8810250434708089
3,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8762876934267146
4,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8717025565053989
5,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8672540743125609
6,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8629281955984108
7,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8587125582286972
8,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8545963991104651
9,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8505703778348292
10,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.846626385685429
11,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8427573671300779
12,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8389571626577443
13,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8352203742748946
14,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8315422519991027
15,0.9,0.06999999999999999,2.5160385001115784,0.022626699700566133,0.8279185987020896
0,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.9018134753674895
1,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8971792951290398
2,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8927093146307976
3,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8883913164080834
4,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8842106121992834
5,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8801530347546935
6,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8762058037711862
7,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8723576856519416
8,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.86859890757618
9,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8649209943778431
10,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8613165930202518
11,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.857779309050269
12,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8543035628935005
13,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.850884467047912
14,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8475177225690538
15,0.91,0.06999999999999999,2.5160385001115784,0.020144891670990532,0.8441995323736934
0,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.912631522941486
1,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.9084627439134345
2,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.90444051674787
3,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.9005538019406816
4,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8967893704309515
5,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8931344825720672
6,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8895776588771892
7,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8861088183627134
8,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8827191977837879
9,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8794012026923212
10,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8761482481663713
11,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8729546108592517
12,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8698152992510865
13,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8667259429288785
14,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8636826993667256
15,0.92,0.06999999999999999,2.5160385001115784,0.01771595782915454,0.8606821759268868
0,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.9234722732153112
1,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.9197811786305167
2,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.9162188188083568
3,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.9127753761856899
4,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.9094391236946184
5,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.9061987858098164
6,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.9030442137155604
7,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8999665030649093
8,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8969579194253007
9,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8940117644726367
10,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8911222337711924
11,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8882842850539758
12,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8854935229303167
13,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8827461006417768
14,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8800386374404288
15,0.93,0.06999999999999999,2.5160385001115784,0.015338215156811916,0.8773681495232337
0,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9343358072347252
1,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9311347201754515
2,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.928044390138089
3,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.925056265878406
4,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9221601652999643
5,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.919346313572755
6,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9166059223897923
7,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9139312880104259
8,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9113157239827145
9,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9087534434432881
10,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9062394347508986
11,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9037693466378108
12,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.9013393878746373
13,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.8989462418917271
14,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.8965869950579919
15,0.9400000000000001,0.06999999999999999,2.5160385001115784,0.013010051545552489,0.8942590767837438
0,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9452222059682173
1,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9425234895697535
2,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9399174004114186
3,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9373966983366282
4,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9349527893795041
5,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9325774360312654
6,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9302632403113471
7,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9280037229995233
8,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.925793264723797
9,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9236270053486128
10,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9215007382720514
11,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.919410813091707
12,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9173540507291204
13,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9153276713065761
14,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9133292336283364
15,0.9500000000000001,0.06999999999999999,2.5160385001115784,0.010729922094064669,0.9113565846862196
0,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9561315503162823
1,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9539476079702536
2,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9518380196598597
3,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9497969014686474
4,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9478172908956284
5,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9458925244268866
6,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9440166242030689
7,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9421843593809968
8,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9403911966977765
9,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9386332179422827
10,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.93690703373303
11,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.935209704345148
12,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9335386707982097
13,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9318916963782201
14,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9302668176226714
15,0.9600000000000001,0.06999999999999999,2.5160385001115784,0.008496345635310137,0.9286623034622037
0,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9670639211209028
1,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9654071966781912
2,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9638064182805156
3,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.962257103781112
4,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9607539656475311
5,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9592919510777502
6,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9578665321022883
7,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9564737500521241
8,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9551101767307651
9,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9537728509766531
10,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9524592127452303
11,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.951167042746908
12,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9498944100031563
13,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.94863962740356
14,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9474012144952964
15,0.97,0.06999999999999999,2.5160385001115784,0.006307901477111318,0.9461778664933652
0,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9780193991742783
1,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9769023771474696
2,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9758227670441588
3,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9747775343864705
4,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.973763110277744
5,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9727760893836882
6,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9718134233639579
7,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.970872449458562
8,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9699508634211422
9,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9690466761919395
10,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9681581691141312
11,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9672838530356136
12,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9664224328393887
13,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9655727774252593
14,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.9647338946040726
15,0.98,0.06999999999999999,2.5160385001115784,0.00416322634099159,0.963904910207507
0,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9889980652279976
1,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9884332709933425
2,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9878872371034864
3,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.987358423010743
4,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9868450222790915
5,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9863453138316005
6,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9858577586636821
7,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9853810135941172
8,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9849139171348278
9,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9844554673054541
10,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9840047988203656
11,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9835611623102485
12,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9831239063334853
13,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9826924621723329
14,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9822663311306046
15,0.99,0.06999999999999999,2.5160385001115784,0.002061011485330201,0.9818450739742715
0,0.01,0.08,2.1878646727466853,17.44420529143753,0.009087787889004285
1,0.01,0.08,2.1878646727466853,17.44420529143753,0.008502075785569059
2,0.01,0.08,2.1878646727466853,17.44420529143753,0.007957951519352356
3,0.01,0.08,2.1878646727466853,17.44420529143753,0.007453698002991266
4,0.01,0.08,2.1878646727466853,17.44420529143753,0.006986846375824059
5,0.01,0.08,2.1878646727466853,17.44420529143753,0.006554724910535669
6,0.01,0.08,2.1878646727466853,17.44420529143753,0.006154682406239635
7,0.01,0.08,2.1878646727466853,17.44420529143753,0.005784185353143867
8,0.01,0.08,2.1878646727466853,17.44420529143753,0.005440858964438554
9,0.01,0.08,2.1878646727466853,17.44420529143753,0.0051225011649950955
10,0.01,0.08,2.1878646727466853,17.44420529143753,0.0048270830119075325
11,0.01,0.08,2.1878646727466853,17.44420529143753,0.004552742275838515
12,0.01,0.08,2.1878646727466853,17.44420529143753,0.004297773718205996
13,0.01,0.08,2.1878646727466853,17.44420529143753,0.004060617980842041
14,0.01,0.08,2.1878646727466853,17.44420529143753,0.0038398501420325018
15,0.01,0.08,2.1878646727466853,17.44420529143753,0.0036341685154200752
0,0.02,0.08,2.1878646727466853,8.8664829361707,0.018173603549998165
1,0.02,0.08,2.1878646727466853,8.8664829361707,0.01701413855683331
2,0.02,0.08,2.1878646727466853,8.8664829361707,0.01593660300098657
3,0.02,0.08,2.1878646727466853,8.8664829361707,0.014937581790560069
4,0.02,0.08,2.1878646727466853,8.8664829361707,0.014012190864832297
5,0.02,0.08,2.1878646727466853,8.8664829361707,0.013155158237760119
6,0.02,0.08,2.1878646727466853,8.8664829361707,0.012361261778043506
7,0.02,0.08,2.1878646727466853,8.8664829361707,0.011625518123021381
8,0.02,0.08,2.1878646727466853,8.8664829361707,0.010943261316227717
9,0.02,0.08,2.1878646727466853,8.8664829361707,0.010310168586005811
10,0.02,0.08,2.1878646727466853,8.8664829361707,0.009722259794403486
11,0.02,0.08,2.1878646727466853,8.8664829361707,0.009175883756831472
12,0.02,0.08,2.1878646727466853,8.8664829361707,0.0086676983340518
13,0.02,0.08,2.1878646727466853,8.8664829361707,0.00819464801450653
14,0.02,0.08,2.1878646727466853,8.8664829361707,0.007753941013724916
15,0.02,0.08,2.1878646727466853,8.8664829361707,0.007343026985730901
0,0.03,0.08,2.1878646727466853,5.940062701458614,0.027263331316833256
1,0.03,0.08,2.1878646727466853,5.940062701458614,0.025541695938278243
2,0.03,0.08,2.1878646727466853,5.940062701458614,0.023941124005217716
3,0.03,0.08,2.1878646727466853,5.940062701458614,0.022456520840058176
4,0.03,0.08,2.1878646727466853,5.940062701458614,0.021080638956745435
5,0.03,0.08,2.1878646727466853,5.940062701458614,0.019805675012004597
6,0.03,0.08,2.1878646727466853,5.940062701458614,0.01862391328098779
7,0.03,0.08,2.1878646727466853,5.940062701458614,0.017528001112486903
8,0.03,0.08,2.1878646727466853,5.940062701458614,0.01651106188944198
9,0.03,0.08,2.1878646727466853,5.940062701458614,0.015566730498456804
10,0.03,0.08,2.1878646727466853,5.940062701458614,0.014689150482675176
11,0.03,0.08,2.1878646727466853,5.940062701458614,0.013872952300531016
12,0.03,0.08,2.1878646727466853,5.940062701458614,0.013113222795830376
13,0.03,0.08,2.1878646727466853,5.940062701458614,0.012405471287826323
